SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,AGEP,HOUSING_TYPE,DVET,DEYE
2,1,1,1,6,5,62,1,N,2
2,6,2,2,8,7,66,1,N,2
1,6,2,1,7,5,14,1,N,2
1,6,2,2,9,3,47,1,N,2
1,N,1,2,9,7,53,1,N,2
1,4,1,1,5,9,19,1,N,2
1,6,9,0,N,5,58,1,N,2
2,6,1,1,9,9,33,1,N,2
2,4,1,2,8,5,50,1,N,2
1,1,6,2,4,5,44,1,N,2
1,N,1,1,8,9,66,1,N,2
1,6,2,2,2,6,27,1,N,2
2,6,1,0,6,9,1,1,N,2
1,6,1,1,6,9,10,1,N,2
2,1,1,1,0,5,5,1,N,2
2,6,1,2,N,9,49,1,N,2
1,N,2,1,5,10,27,1,N,2
1,1,6,2,7,10,62,1,N,2
2,6,1,1,9,3,7,1,N,2
1,N,2,1,N,12,48,1,N,1
1,N,1,2,N,7,48,1,N,2
2,3,1,0,N,3,7,1,N,2
2,N,1,1,4,7,82,3,N,2
1,6,3,1,3,9,23,1,N,2
1,1,1,2,5,7,27,1,N,2
2,6,6,1,7,3,58,1,N,2
1,6,1,1,7,9,72,1,N,2
1,1,6,1,9,4,43,1,N,2
1,6,2,1,9,6,5,1,N,2
1,1,2,1,8,10,9,1,N,1
1,N,1,2,N,7,31,1,N,2
1,1,2,2,6,4,14,1,N,2
2,6,1,1,2,4,29,1,N,2
2,6,1,1,8,5,54,1,N,2
1,N,8,1,1,7,16,1,N,2
1,6,1,2,5,10,46,1,N,2
1,6,1,2,1,7,44,1,N,2
1,6,1,1,3,N,24,1,N,2
1,1,6,2,7,1,44,1,N,2
2,6,1,0,8,4,45,1,N,2
1,6,1,1,4,5,56,1,N,2
2,1,1,1,3,3,62,1,N,2
1,6,2,2,9,6,58,1,N,2
1,1,2,1,8,4,33,1,N,2
2,4,1,2,2,5,56,1,N,2
2,1,2,1,0,7,45,1,N,2
1,4,1,1,N,7,1,1,N,2
2,N,1,1,9,3,59,1,N,2
1,4,1,1,0,8,15,3,N,2
2,N,2,2,N,5,80,1,N,2
2,1,2,2,2,10,21,1,N,2
1,N,8,1,2,3,87,1,N,2
2,3,1,2,2,9,56,1,N,2
1,N,1,1,6,3,2,1,N,2
2,1,9,2,2,7,35,3,N,2
1,N,1,0,8,5,50,2,N,2
2,N,1,1,0,5,11,1,N,2
1,6,2,1,0,3,32,1,N,2
1,1,2,1,7,8,48,1,N,1
2,1,2,2,7,11,89,1,N,2
1,5,2,1,3,11,40,1,N,2
1,1,2,1,9,5,41,1,N,2
1,4,1,1,N,5,76,1,N,2
2,6,6,1,2,7,37,1,N,2
2,1,2,1,8,9,4,1,N,2
1,4,2,1,4,9,84,1,N,2
2,4,1,1,3,4,35,1,N,2
1,5,2,2,5,5,16,1,N,2
1,3,1,1,0,12,47,1,N,2
2,6,2,0,0,12,13,1,N,2
1,3,8,1,9,5,55,1,N,2
2,6,6,1,1,6,23,1,N,2
1,1,2,2,N,10,54,1,N,2
2,6,2,1,9,2,10,1,N,2
2,1,1,1,5,1,41,1,N,2
2,6,2,0,8,9,68,1,N,2
2,4,2,2,0,5,80,1,N,2
2,6,1,2,9,8,30,1,N,2
1,6,1,1,9,7,45,1,N,2
2,1,3,1,1,8,62,1,N,2
2,N,1,2,7,9,14,1,N,2
2,6,8,2,5,9,80,1,N,2
2,3,1,1,N,4,0,1,N,2
2,6,1,1,3,10,28,1,N,2
2,N,1,1,3,10,70,1,N,2
2,N,1,1,1,10,17,1,N,2
1,N,2,1,9,9,31,1,N,2
2,6,1,2,N,7,66,1,N,2
2,4,2,2,7,7,71,1,4,2
1,1,6,1,9,10,8,2,2,2
1,6,1,1,2,9,38,1,N,2
1,1,1,2,9,5,23,1,N,2
1,N,1,1,1,11,48,1,N,2
2,1,2,1,5,3,56,1,N,2
2,1,1,2,4,10,14,1,N,2
2,N,3,1,3,5,7,1,N,2
2,N,1,1,1,12,1,1,N,2
1,1,1,1,8,9,59,1,N,2
2,1,8,2,6,5,9,1,N,2
2,6,1,2,3,10,73,1,N,2
2,N,1,1,N,9,31,1,N,1
2,4,1,1,2,7,29,1,N,2
2,6,2,1,6,9,60,3,N,2
1,1,1,1,0,7,22,1,N,2
1,N,1,1,2,3,15,1,N,2
2,1,2,1,3,3,5,1,N,2
2,3,1,1,0,3,26,1,N,2
1,2,1,2,5,2,20,1,N,2
1,6,1,2,8,3,26,1,N,2
1,N,6,2,0,5,12,1,N,2
2,1,6,1,1,4,1,1,N,2
2,6,2,1,N,12,38,1,N,2
1,4,1,0,9,7,2,1,N,2
1,1,1,2,N,4,1,1,N,2
1,N,6,1,6,3,70,1,N,2
1,4,6,1,2,7,31,1,N,2
1,3,1,1,N,7,6,1,N,1
1,1,8,1,0,9,11,1,N,2
1,6,2,2,4,3,57,1,N,2
1,3,9,2,2,7,41,1,N,2
2,3,3,0,8,7,72,1,N,2
1,2,6,1,N,5,64,1,N,2
2,1,1,1,1,8,76,1,N,1
1,6,1,2,3,11,46,1,N,2
1,6,1,2,9,5,29,1,N,2
2,1,2,1,5,10,50,1,N,2
1,4,1,1,5,8,25,1,N,2
2,1,2,2,4,5,48,1,N,2
1,1,2,2,3,7,1,1,N,2
1,1,2,1,4,9,7,1,N,2
2,4,6,1,8,5,32,1,N,2
2,1,2,1,1,10,60,1,N,2
1,1,1,2,4,8,20,1,N,2
2,6,1,2,N,5,17,1,N,2
1,1,1,1,0,7,10,1,N,2
1,6,1,2,7,7,93,1,N,2
2,1,6,1,6,3,47,1,N,2
1,N,1,0,6,9,46,1,N,2
2,1,2,2,N,8,61,1,N,2
2,N,1,1,7,6,37,1,N,1
2,6,1,2,7,5,19,1,N,2
2,6,2,1,7,7,64,1,N,2
2,6,2,1,0,8,49,1,N,2
1,1,1,1,5,3,25,1,N,2
2,3,1,2,6,2,54,1,N,2
2,N,1,2,9,7,71,1,N,2
2,4,1,2,9,3,41,1,N,2
1,1,3,1,0,9,4,1,N,2
2,N,1,2,N,9,7,3,N,2
2,1,9,1,4,9,18,1,N,2
2,6,1,0,7,9,41,1,N,2
2,6,1,1,N,9,7,2,N,2
2,N,8,1,2,5,60,3,N,2
1,4,8,1,3,10,64,1,N,2
2,1,6,1,0,7,69,1,N,2
1,1,1,1,N,7,6,1,N,2
1,1,9,1,0,4,56,1,N,2
2,3,1,1,9,9,51,1,N,2
2,1,6,1,4,10,4,1,N,2
1,2,1,1,N,12,18,1,N,2
1,6,1,2,5,7,58,1,N,2
2,6,2,2,9,4,35,2,N,2
1,6,1,1,N,4,26,1,N,2
1,1,1,1,N,9,12,1,N,2
2,6,1,1,N,2,33,1,N,2
1,6,1,2,4,3,7,3,N,2
2,1,2,2,3,7,78,1,N,2
2,3,1,0,9,9,26,1,N,2
1,1,1,1,5,9,72,1,N,2
1,1,6,1,7,7,7,2,N,2
2,4,1,1,1,3,65,1,N,2
1,6,1,2,7,5,39,1,N,2
2,1,1,2,9,7,72,1,N,2
2,1,6,1,8,7,11,1,N,2
2,N,2,1,3,3,45,1,N,2
1,1,1,1,9,4,32,1,N,2
2,6,1,2,8,10,59,3,N,2
1,6,1,1,N,12,63,2,N,2
2,3,2,1,8,4,70,1,N,2
2,N,1,2,8,7,7,1,N,2
2,4,2,1,9,3,16,1,N,2
2,4,2,2,0,2,66,1,N,2
2,N,1,1,8,6,4,1,N,2
1,5,2,2,4,5,69,1,N,1
1,1,2,1,1,9,30,1,N,2
1,N,2,2,7,3,41,1,N,2
2,6,1,1,7,10,22,1,N,2
1,6,2,2,5,9,77,1,N,2
2,4,2,1,8,N,71,1,N,2
2,1,2,2,N,8,31,1,N,2
1,1,1,1,2,8,34,1,N,2
1,6,2,2,5,5,30,1,N,2
2,4,1,2,1,10,55,1,N,2
1,N,1,1,N,7,14,1,N,2
2,6,6,1,2,7,9,1,N,2
2,1,1,1,9,9,61,1,N,2
1,1,1,1,7,7,75,1,N,2
2,N,3,1,9,7,21,1,N,2
2,1,1,0,N,1,27,1,N,2
2,6,2,2,7,11,52,1,N,2
2,3,3,1,0,5,44,1,N,2
1,1,6,1,0,7,2,1,N,2
2,1,1,2,7,N,51,1,N,2
2,1,2,1,3,12,38,1,N,2
2,2,9,1,2,5,80,1,N,2
1,1,1,1,5,N,20,1,N,2
1,N,6,2,8,10,5,1,N,2
2,6,9,1,1,4,49,1,N,2
1,6,1,1,0,8,68,1,N,2
1,1,1,1,0,5,2,1,N,2
1,4,1,2,0,9,28,1,N,2
1,1,3,0,N,8,30,1,N,2
2,6,1,1,6,9,37,1,N,2
2,5,1,1,1,5,46,1,N,2
1,3,1,1,N,7,9,1,N,2
2,4,1,1,4,5,22,1,N,2
1,1,2,1,8,7,71,1,N,2
1,N,1,1,N,5,30,1,N,2
1,3,1,2,4,7,51,1,N,2
1,6,6,1,7,11,76,3,N,2
1,6,1,1,9,5,8,1,N,2
2,N,2,1,4,4,58,1,N,2
1,N,1,2,N,9,38,1,N,2
2,1,1,1,7,5,77,1,N,2
1,5,1,1,3,10,72,1,N,1
2,N,2,1,N,10,8,1,N,2
1,N,2,1,4,12,94,1,N,2
1,1,2,0,6,5,56,3,N,2
1,6,1,2,N,3,64,1,N,2
1,N,1,1,N,11,29,1,5,2
1,6,1,1,9,3,83,1,N,2
1,4,8,1,0,9,45,1,N,2
1,3,2,1,7,10,52,1,N,2
2,1,1,1,2,7,44,1,N,2
1,6,1,1,0,1,6,1,N,2
1,1,2,1,N,6,33,1,N,2
1,3,2,1,5,9,59,1,N,2
2,N,1,2,0,5,76,1,N,2
2,1,1,1,N,2,46,1,N,2
2,6,2,2,N,9,15,1,N,2
1,1,1,1,0,N,37,1,N,2
1,6,6,2,7,5,5,1,N,2
1,N,6,1,7,7,18,3,N,2
2,6,6,2,9,2,58,1,N,2
2,6,1,2,N,10,54,3,N,2
2,1,1,2,0,5,19,1,N,2
1,N,1,2,N,7,65,1,N,2
2,1,2,1,2,3,48,1,N,2
1,4,1,1,0,9,10,1,N,2
2,6,8,2,1,5,3,1,N,2
1,4,2,1,N,9,66,1,N,1
2,N,2,0,4,9,14,1,N,2
1,1,1,0,8,9,42,1,N,2
1,2,2,1,8,8,9,1,N,2
2,N,3,1,N,7,13,1,N,2
1,6,9,2,0,3,37,1,N,2
2,N,1,2,7,10,29,3,N,2
2,1,2,1,N,5,40,1,N,2
2,N,1,1,1,5,81,3,N,2
2,3,2,1,1,5,16,1,N,2
1,1,6,0,6,3,74,1,N,1
1,1,1,1,7,1,31,1,N,2
2,3,1,1,2,11,68,1,N,2
2,N,9,1,0,3,94,1,N,2
1,6,1,1,8,4,67,1,N,2
2,N,2,2,2,10,38,1,N,2
2,4,1,1,N,4,41,1,N,2
2,3,2,1,0,10,22,1,N,2
1,N,1,2,4,3,72,1,N,2
1,1,2,1,N,9,44,1,N,2
2,N,8,1,9,7,70,1,N,2
1,1,2,1,7,8,51,1,N,2
2,N,9,1,0,7,55,1,N,2
2,2,1,1,N,10,62,1,N,2
2,1,2,1,3,9,44,1,N,2
1,6,1,2,9,7,19,3,N,2
1,6,1,1,7,6,13,1,N,2
2,N,2,1,2,10,70,1,2,2
2,6,3,1,8,9,95,1,N,2
2,1,6,2,3,5,10,1,N,1
1,N,1,2,8,12,56,1,N,2
2,6,1,1,9,8,16,1,N,2
2,1,2,1,9,5,21,1,N,2
1,N,8,1,6,N,55,1,N,2
1,N,9,2,5,2,35,1,N,2
1,1,1,1,4,N,42,1,N,2
2,N,3,1,4,9,83,1,N,2
1,3,1,2,9,3,12,1,N,2
1,1,1,1,N,9,88,1,N,2
1,6,1,1,8,N,17,3,N,2
1,3,1,2,3,4,65,2,N,2
2,1,1,1,N,9,94,1,N,2
2,4,1,1,9,7,8,1,N,2
1,4,6,2,7,4,72,1,N,2
2,6,1,0,7,10,20,1,N,2
2,1,1,1,5,10,15,1,N,2
2,N,2,1,N,5,38,1,N,1
1,4,2,1,0,3,77,1,N,2
1,6,2,2,3,5,14,1,N,2
1,1,2,2,N,8,34,1,N,2
2,1,5,2,9,6,45,1,N,2
1,1,9,2,3,4,73,1,N,2
1,3,1,1,0,9,19,2,N,1
1,1,1,2,5,8,29,1,N,2
2,6,9,1,N,3,64,1,N,2
2,N,1,2,6,6,39,1,N,2
1,6,1,1,2,7,64,1,N,2
2,N,2,2,8,8,23,1,N,2
1,6,2,1,6,9,25,1,N,2
2,4,1,2,1,9,89,1,N,2
1,6,2,1,7,5,66,1,N,2
1,1,1,1,7,7,41,1,N,2
1,1,1,1,0,12,24,1,N,1
1,N,6,1,4,3,18,1,N,2
2,6,6,1,2,8,66,1,N,1
2,6,1,1,6,1,48,1,N,2
1,N,2,1,5,5,38,1,N,2
1,1,2,1,3,7,22,1,N,2
1,6,2,1,N,7,9,1,N,2
1,6,1,0,0,9,29,1,N,2
1,4,1,1,N,3,51,1,N,2
1,1,6,1,2,10,46,1,N,2
1,6,1,2,N,10,64,1,N,2
1,N,2,1,7,9,13,1,N,2
1,6,1,1,0,N,45,1,N,2
2,6,1,1,9,1,12,1,N,1
1,4,2,1,7,3,59,1,N,2
2,N,2,2,6,1,27,1,N,2
2,N,1,2,N,N,64,3,N,2
1,3,2,1,1,9,38,1,N,2
1,1,2,0,3,9,41,1,N,2
1,1,1,2,5,3,25,1,N,2
1,6,1,1,7,8,37,1,N,2
2,1,2,2,8,4,72,1,N,2
2,1,1,2,6,9,2,1,N,2
2,6,1,2,2,9,50,1,N,2
1,4,6,1,0,5,38,1,N,2
1,3,2,2,8,8,72,1,N,2
1,1,2,1,2,9,65,1,N,2
1,N,1,2,N,2,58,1,N,2
2,1,6,2,N,12,72,1,N,2
1,6,2,2,N,3,17,1,N,2
1,6,8,0,9,8,67,1,N,2
1,N,1,1,5,6,23,1,N,2
1,6,2,2,N,7,55,1,N,2
2,6,1,1,N,5,19,1,N,2
1,1,9,2,5,7,15,1,N,2
2,1,1,1,1,1,42,1,N,2
2,6,6,2,9,3,66,1,N,2
1,6,1,1,3,3,18,1,N,2
2,6,1,2,1,7,71,1,N,2
2,4,1,1,0,9,13,1,N,2
1,6,2,1,6,10,49,1,N,2
2,6,1,1,3,4,62,1,N,2
2,1,1,2,1,9,23,1,N,2
1,4,2,1,0,5,39,1,N,2
2,6,1,1,9,10,18,1,N,2
2,3,1,1,8,3,74,1,N,2
2,6,1,1,0,10,82,1,N,2
1,6,1,1,2,9,15,1,N,2
2,1,6,1,2,5,30,1,N,2
2,1,2,1,0,9,12,1,N,2
1,N,9,1,1,7,61,1,N,2
2,6,1,2,5,4,79,2,N,2
2,N,1,1,6,9,19,1,N,2
1,3,6,2,5,11,81,1,N,2
2,1,1,2,2,2,45,1,N,2
2,N,2,1,1,7,28,3,N,2
2,6,6,2,3,12,70,1,N,2
2,N,6,2,0,9,27,1,N,2
2,1,1,1,1,11,61,3,N,2
2,6,3,2,5,4,63,1,N,2
2,3,1,2,8,9,28,1,N,2
1,6,1,2,0,5,6,1,N,2
1,1,1,1,2,9,70,1,N,2
2,1,2,2,4,3,45,3,N,2
1,1,1,2,2,7,87,1,N,2
1,6,1,1,0,9,53,1,N,2
1,4,2,1,6,7,68,1,N,2
1,1,1,2,9,7,34,1,N,2
1,1,2,1,3,1,40,1,N,2
2,6,1,2,8,5,28,1,N,2
2,3,2,1,6,4,32,1,N,2
1,6,2,1,7,4,38,1,N,2
1,6,6,1,6,5,42,1,N,2
1,4,1,2,9,10,17,1,N,2
2,6,1,1,8,3,4,1,N,2
2,3,1,1,5,9,14,3,N,2
2,6,1,1,0,9,82,1,N,2
1,1,2,1,9,10,1,1,N,2
2,1,1,2,N,7,52,1,N,2
1,6,1,1,9,9,31,1,N,2
2,N,1,2,6,10,67,1,N,2
2,1,1,2,1,N,49,1,N,2
1,1,2,2,1,6,21,1,N,2
2,N,1,1,1,4,22,1,N,2
1,1,3,2,9,6,27,1,N,2
1,N,1,1,8,11,37,1,N,2
1,1,3,2,5,10,18,1,N,2
2,1,1,1,1,3,43,1,N,2
1,1,1,2,3,8,23,1,N,2
2,3,1,2,3,7,17,1,N,2
2,N,1,1,6,4,28,1,N,2
1,1,2,1,9,2,50,1,N,2
1,1,3,2,8,9,58,1,N,2
2,6,2,2,0,5,79,1,N,2
2,1,1,0,2,5,38,1,N,2
1,N,1,0,0,9,67,1,N,2
1,1,2,2,0,9,89,1,N,2
2,1,1,2,5,10,56,1,N,2
2,6,6,2,7,10,55,3,N,2
1,1,2,1,2,9,30,1,N,2
1,N,2,2,N,12,71,1,N,2
1,N,1,1,2,10,37,1,N,2
2,N,3,2,2,3,27,1,N,2
2,4,1,0,7,4,6,1,N,2
2,5,1,1,4,10,23,1,N,1
1,6,1,1,9,5,2,1,N,2
1,2,8,1,8,5,69,1,N,2
2,N,1,1,0,7,83,1,N,1
1,6,1,2,0,3,77,1,N,2
1,6,1,0,6,5,41,1,N,2
2,6,1,2,4,7,22,1,N,2
1,6,1,1,5,9,15,1,N,2
1,1,1,2,1,5,63,1,N,2
2,1,2,2,0,7,0,1,N,2
1,6,1,2,9,3,14,1,N,2
2,1,6,1,8,4,53,1,N,2
2,1,1,1,8,8,16,3,N,2
1,N,1,2,7,7,55,1,N,2
1,2,1,1,6,3,10,1,N,2
1,6,1,1,N,11,70,1,N,2
1,6,1,2,8,4,94,1,N,2
2,N,1,1,1,4,31,3,N,2
2,N,6,2,0,9,76,1,N,2
1,1,3,2,5,5,48,1,N,2
2,6,6,1,3,5,35,3,N,2
1,1,2,1,6,7,14,1,N,2
1,N,6,2,N,5,17,3,N,2
1,6,1,1,7,10,27,1,N,2
2,1,1,2,2,12,81,1,N,2
2,1,2,1,8,8,35,1,N,2
2,6,1,2,3,5,13,1,N,2
1,3,1,0,6,6,72,1,N,2
2,1,1,0,5,3,71,1,N,2
2,6,6,1,2,5,33,1,N,2
1,1,1,2,8,9,66,1,N,2
2,1,2,1,8,9,23,1,N,2
2,6,2,2,0,10,74,1,N,2
1,1,1,1,1,10,84,1,N,2
2,1,9,1,6,10,5,1,N,2
1,6,2,1,3,9,33,1,N,2
1,1,2,1,7,11,33,1,N,2
1,6,3,2,6,10,70,1,N,2
1,N,1,2,1,4,52,3,N,2
1,6,1,2,7,3,47,1,5,2
2,1,1,2,0,12,76,1,N,2
1,6,2,2,3,N,29,1,N,2
1,N,1,2,5,3,31,1,N,2
2,1,1,1,N,8,40,1,N,2
1,2,1,2,3,10,29,1,N,2
2,N,3,1,3,10,94,1,N,2
2,6,1,2,9,5,23,1,N,2
2,1,1,0,6,6,10,1,N,2
2,6,6,2,9,7,93,1,N,2
1,6,2,0,1,9,0,1,N,2
1,N,1,1,9,7,49,1,N,2
1,4,1,1,0,3,74,1,N,2
1,N,9,1,9,8,60,2,N,2
2,6,1,1,9,5,4,1,N,2
2,1,1,1,0,9,13,1,N,2
2,1,6,1,0,9,40,1,N,2
1,1,2,2,9,N,31,1,N,2
1,N,1,1,8,4,56,1,N,2
2,6,2,0,2,8,39,1,N,2
2,1,2,1,8,9,47,1,N,2
1,N,2,1,8,7,68,1,N,2
1,1,8,1,4,7,9,1,N,2
1,1,2,1,4,9,45,1,N,2
2,N,1,1,9,N,46,1,N,2
2,3,2,1,0,7,77,1,N,2
1,4,6,1,2,9,89,1,N,2
2,N,2,1,3,5,66,1,N,2
2,6,1,2,0,10,75,1,N,2
1,6,1,1,N,7,21,3,N,2
1,6,9,0,N,10,87,1,N,2
1,4,1,0,8,9,18,1,N,2
1,N,6,2,N,9,53,1,N,2
1,1,9,1,7,5,54,1,N,2
2,N,2,0,9,1,63,1,N,2
2,4,1,0,0,N,8,1,N,2
2,1,1,1,0,7,57,1,N,2
2,1,1,1,0,9,65,1,N,2
1,1,6,1,N,9,19,1,N,2
2,1,1,1,6,1,47,1,N,2
2,3,1,2,5,8,16,1,N,2
2,4,1,2,1,10,25,1,N,2
1,3,1,2,8,10,55,1,N,2
1,6,2,1,9,10,10,1,N,1
1,1,2,1,2,3,41,1,N,2
2,N,1,2,1,7,55,1,N,2
1,3,1,0,8,1,12,1,N,1
2,3,2,1,9,7,94,3,N,2
2,1,6,1,N,9,22,2,N,2
2,1,2,1,1,10,34,1,N,2
1,4,1,2,9,10,0,1,N,2
1,6,1,1,N,9,62,1,N,2
1,6,1,2,0,5,34,1,N,2
2,1,1,1,0,5,13,1,N,2
2,4,2,2,4,N,61,1,N,2
1,1,1,2,5,5,60,1,N,2
1,6,2,2,2,9,52,1,N,2
1,4,1,2,4,8,9,3,N,2
1,1,2,0,0,7,71,1,N,2
1,6,1,2,3,3,58,1,N,2
2,3,2,1,9,5,54,1,N,2
1,1,6,1,4,3,61,1,N,2
2,1,6,1,N,9,16,1,N,2
2,1,9,2,4,9,55,1,N,2
1,1,1,1,3,9,55,1,N,2
2,5,1,1,5,8,81,1,N,2
2,1,1,2,8,9,58,1,N,2
1,6,1,2,N,3,79,1,N,2
2,1,1,1,0,1,17,1,N,2
2,N,1,1,1,8,60,1,N,2
2,1,1,1,6,6,20,1,N,2
1,2,2,2,N,2,41,1,N,2
2,6,2,2,N,9,10,1,N,2
1,3,1,2,N,7,80,1,N,2
2,1,1,1,3,1,17,1,N,2
2,1,2,1,0,10,33,1,N,2
2,6,3,1,9,5,22,1,N,2
2,6,1,2,3,7,70,1,N,2
1,1,1,1,8,4,40,1,N,2
2,1,2,2,6,7,29,1,N,2
1,N,6,2,7,10,21,1,N,2
1,N,1,0,0,5,69,1,N,2
2,N,9,1,9,5,51,1,N,2
1,1,2,2,8,5,32,1,N,2
2,4,2,1,8,3,57,1,N,2
2,1,1,1,3,9,63,1,N,2
2,1,7,1,9,7,67,1,N,2
2,1,2,1,2,8,48,1,N,2
2,4,8,1,N,5,52,1,N,2
2,N,1,2,2,9,52,1,N,2
1,6,2,1,1,3,39,1,N,2
1,N,1,1,3,9,2,1,N,2
1,1,2,1,8,8,21,1,N,2
1,1,2,2,3,11,19,1,N,2
2,1,2,1,5,10,81,1,N,2
1,1,1,2,4,8,52,1,N,2
1,1,1,1,9,9,21,1,N,2
2,4,2,1,7,10,2,1,N,1
1,1,8,1,3,10,84,1,N,2
2,6,2,2,8,10,9,1,N,2
2,N,2,1,N,7,27,1,N,2
1,1,1,2,1,4,23,1,N,2
1,1,1,2,9,10,52,1,N,2
1,N,2,1,1,7,28,2,N,2
1,6,1,1,8,1,68,1,N,2
2,N,1,1,N,9,27,1,N,2
2,1,1,2,N,12,53,1,N,2
1,N,1,2,5,9,24,1,N,2
1,1,1,2,6,9,50,1,N,2
1,N,1,2,8,10,68,1,N,2
1,6,9,2,3,7,74,1,N,2
1,1,1,1,N,8,16,1,N,1
1,4,1,0,9,7,70,1,N,2
2,3,2,2,7,11,6,1,N,2
1,3,2,2,2,3,13,1,N,2
2,N,6,1,5,8,22,1,N,2
1,N,1,1,9,9,27,1,N,2
2,4,6,1,9,7,25,1,N,2
2,1,9,0,1,12,80,1,N,2
1,N,1,0,5,5,50,1,N,2
2,1,2,1,1,12,62,1,N,2
1,6,1,2,4,5,64,1,N,2
2,6,2,1,4,7,68,1,N,2
2,1,1,2,9,7,35,1,N,2
1,4,1,1,2,7,19,1,N,2
2,6,1,1,8,9,91,1,N,2
1,4,1,2,6,9,25,1,N,2
2,3,1,1,0,10,72,2,N,2
2,1,1,2,8,4,9,1,N,2
1,1,1,1,N,9,19,1,N,2
2,6,1,2,6,7,16,1,N,2
2,1,1,1,5,12,2,1,N,2
1,6,2,2,8,5,69,1,N,2
2,1,2,2,9,9,28,1,N,2
2,1,8,0,0,5,50,1,N,2
1,6,6,1,1,4,24,1,N,2
1,N,1,1,N,10,24,1,N,2
2,N,2,1,7,10,62,1,N,2
1,N,2,1,0,9,57,1,2,2
1,4,1,1,8,10,89,1,N,2
2,5,2,2,3,2,31,1,N,2
1,6,2,0,N,9,3,1,N,2
2,2,5,2,4,9,34,1,N,2
1,6,2,1,6,7,76,1,N,2
2,6,8,2,N,3,11,1,N,2
1,6,3,1,6,9,41,2,N,2
2,3,2,2,0,10,43,1,N,2
1,6,1,2,6,3,57,1,N,2
2,6,2,2,0,9,63,1,N,2
1,2,1,1,N,3,73,2,N,2
1,N,1,2,9,6,46,1,N,2
2,1,2,2,4,9,61,2,N,2
2,5,1,1,9,5,56,1,N,2
1,6,1,1,8,2,28,1,N,2
2,4,6,1,1,9,35,2,N,2
2,1,1,1,0,9,25,1,N,2
2,1,1,2,1,9,9,1,N,2
2,1,1,2,2,N,45,1,N,2
2,4,1,2,9,2,50,1,N,2
1,1,1,1,0,5,22,3,N,2
2,1,2,1,4,5,28,3,N,2
1,4,8,1,N,11,61,1,N,2
1,1,3,1,7,2,5,1,N,2
2,4,1,1,8,11,32,1,N,2
1,1,2,1,0,5,54,1,N,2
2,1,1,1,2,5,21,1,N,2
2,6,2,1,9,9,12,1,N,2
2,1,1,2,8,10,59,1,N,2
1,3,3,1,6,9,28,1,N,2
2,6,1,2,N,3,60,1,N,2
2,6,1,1,4,7,48,1,N,2
2,6,2,2,N,3,8,1,N,2
2,6,1,2,9,5,33,1,N,2
1,4,8,2,5,9,40,1,N,2
1,6,2,1,9,5,36,1,N,2
1,1,6,0,7,9,62,1,N,2
2,1,1,1,9,4,15,1,N,2
1,N,1,0,7,9,44,1,N,2
1,N,1,1,6,5,32,1,N,2
1,6,2,1,6,1,54,1,N,2
2,2,1,1,7,3,52,1,N,2
1,1,2,1,1,1,49,1,N,2
2,3,1,1,9,9,38,1,N,2
1,N,8,1,4,6,64,1,N,2
2,1,1,1,N,5,44,1,4,2
2,1,1,2,N,9,83,1,N,2
1,6,1,2,2,7,58,1,N,2
1,1,1,1,N,11,48,1,N,2
2,6,2,2,5,5,46,1,N,2
2,1,2,1,1,9,81,1,N,2
1,4,2,2,9,12,14,1,N,2
1,1,3,1,8,1,64,1,N,2
2,6,1,1,8,4,60,1,N,2
2,3,9,1,0,9,60,1,N,2
1,4,2,2,5,9,66,1,N,2
1,1,2,2,6,11,61,1,N,2
1,6,1,1,4,3,60,1,N,2
1,1,2,1,9,9,15,1,N,2
1,1,8,1,3,9,55,1,N,2
2,6,1,2,1,N,57,1,N,2
2,4,5,1,1,9,34,1,N,2
1,6,1,1,8,7,67,1,N,2
2,6,2,2,0,4,49,1,N,2
2,4,1,1,4,3,94,3,N,2
1,1,1,2,6,9,22,1,N,2
1,6,2,2,8,10,11,1,N,2
1,3,2,2,0,10,16,1,N,2
1,1,9,2,9,4,55,1,N,2
2,1,1,1,N,7,79,1,N,2
1,6,1,2,0,6,21,1,N,2
1,6,1,2,N,5,63,1,N,2
1,N,1,2,5,4,40,2,N,2
1,6,2,2,9,9,62,1,N,2
2,N,1,2,9,5,4,1,N,2
2,1,2,1,2,11,30,1,N,2
2,N,2,1,2,7,29,1,N,2
2,2,8,0,3,10,30,1,N,2
1,N,2,2,1,6,60,1,N,2
1,6,1,1,4,7,46,1,N,2
2,6,2,2,2,5,50,1,N,2
1,1,6,2,N,9,74,1,N,2
1,1,6,2,5,9,29,1,N,2
2,6,1,1,4,3,22,1,N,2
1,4,1,2,N,7,15,1,N,2
2,1,1,2,8,7,13,3,N,2
2,N,2,2,2,1,10,1,N,1
2,1,2,1,0,7,3,1,N,2
1,1,1,2,8,5,43,1,N,2
2,1,1,1,4,5,55,1,N,2
1,3,2,2,N,9,31,1,N,2
2,2,2,1,2,5,69,1,N,2
2,N,2,2,7,3,48,1,N,2
2,6,1,2,8,9,31,1,N,2
1,1,9,1,5,7,23,1,N,2
1,3,7,1,5,9,40,1,N,2
1,3,1,1,0,5,42,1,N,2
2,1,8,1,4,10,34,1,N,2
2,6,1,1,9,10,64,1,N,2
2,1,1,2,0,3,21,1,N,2
1,1,1,2,8,7,48,1,N,2
1,3,2,2,3,7,49,1,N,2
