,RAC1P,SEX,EDU,MSP,PINCP_DECILE,HOUSING_TYPE,OWN_RENT
13010,1,1,5,1,3,3,0
13011,8,2,8,1,1,1,2
13012,7,2,4,1,2,1,0
13013,1,1,7,6,4,2,0
13014,1,1,6,1,1,1,2
13015,1,2,7,4,1,2,0
13016,1,2,1,1,1,1,0
13017,1,1,6,1,2,1,1
13018,4,1,9,4,3,1,1
13019,6,2,7,5,4,1,1
13020,5,1,4,6,6,3,1
13021,1,2,3,2,1,2,0
13022,1,2,4,2,1,1,0
13023,1,1,3,4,5,3,1
13024,1,1,5,1,2,1,1
13025,1,2,7,6,3,1,0
13026,1,1,10,1,1,1,2
13027,2,1,8,6,1,1,0
13028,1,2,6,4,1,1,2
13029,1,1,3,4,1,2,2
13030,2,1,5,6,4,1,1
13031,6,1,6,5,2,1,1
13032,1,1,3,6,4,1,0
13033,7,1,8,1,1,1,2
13034,1,2,6,4,2,3,1
13035,6,2,7,3,3,1,1
13036,2,1,5,3,0,1,1
13037,7,2,7,3,1,1,1
13038,1,2,5,5,2,1,1
13039,1,2,5,2,3,1,1
13040,1,2,7,1,3,3,0
13041,5,2,6,1,3,1,1
13042,1,2,3,1,4,2,1
13043,1,2,7,4,3,1,1
13044,1,2,7,5,1,2,0
13045,8,2,3,4,1,1,0
13046,1,1,7,3,4,1,1
13047,1,2,7,1,2,2,0
13048,1,1,4,1,0,2,1
13049,4,1,4,6,5,3,1
13050,2,1,7,4,5,3,1
13051,1,1,4,1,0,1,0
13052,1,2,6,1,1,2,0
13053,1,1,4,3,0,1,0
13054,1,2,3,1,2,1,1
13055,1,2,4,2,2,1,0
13056,1,2,8,1,3,1,1
13057,9,1,3,6,3,1,1
13058,1,2,7,1,4,1,1
13059,1,1,3,4,0,1,0
13060,8,2,2,3,3,3,1
13061,7,1,2,1,4,1,0
13062,2,2,7,6,4,3,1
13063,1,1,11,1,3,1,1
13064,1,1,3,4,1,3,0
13065,1,1,6,1,4,1,1
13066,1,2,6,3,3,1,1
13067,2,1,7,1,7,1,1
13068,1,2,7,4,1,1,1
13069,1,2,6,3,2,1,1
13070,1,1,4,1,0,3,0
13071,1,2,3,6,4,1,1
13072,1,1,6,1,4,1,1
13073,1,2,3,2,2,1,1
13074,8,1,5,2,2,2,2
13075,2,2,8,6,8,1,0
13076,2,1,3,6,1,1,1
13077,1,1,4,4,1,1,1
13078,1,1,3,6,2,1,0
13079,1,1,7,1,3,1,1
13080,1,1,9,1,3,1,1
13081,1,1,3,1,3,3,1
13082,6,1,6,4,1,3,0
13083,6,2,4,6,0,1,0
13084,1,2,7,1,2,1,1
13085,2,2,3,2,2,2,1
13086,1,2,3,1,2,2,1
13087,1,1,3,5,0,1,0
13088,1,2,7,6,9,1,0
13089,1,1,6,5,1,1,1
13090,1,2,9,3,5,3,0
13091,9,2,4,4,5,1,2
13092,1,1,8,1,1,1,2
13093,1,1,7,1,1,1,2
13094,9,2,10,6,5,1,0
13095,1,2,4,4,5,2,1
13096,7,1,5,4,2,2,1
13097,1,1,5,5,0,2,0
13098,1,1,7,1,2,3,1
13099,1,1,6,5,3,1,1
13100,1,2,5,4,0,2,1
13101,3,1,4,4,1,1,0
13102,1,2,3,4,3,1,1
13103,1,2,7,1,3,1,1
13104,1,2,6,1,2,1,1
13105,1,2,6,5,3,3,2
13106,1,1,7,4,4,2,1
13107,1,1,4,1,1,2,1
13108,1,1,4,2,5,1,0
13109,2,1,5,1,2,1,1
13110,6,1,5,3,2,1,1
13111,1,2,8,6,7,3,1
13112,1,1,12,1,2,3,1
13113,1,1,5,1,2,2,1
13114,1,1,3,3,3,1,1
13115,1,1,7,5,2,1,2
13116,1,1,9,4,2,3,0
13117,1,2,7,1,2,1,2
13118,1,1,4,5,1,2,0
13119,6,2,5,2,1,2,2
13120,7,2,2,6,3,1,0
13121,1,1,9,1,3,1,1
13122,8,2,7,1,3,2,2
13123,1,2,6,1,4,1,1
13124,7,1,8,6,4,3,1
13125,8,2,2,1,2,1,1
13126,2,2,12,1,0,1,2
13127,1,2,4,3,5,1,1
13128,1,2,3,1,1,3,1
13129,1,2,7,1,1,1,2
13130,7,2,6,1,4,1,1
13131,1,2,5,4,2,1,1
13132,1,2,4,1,1,2,0
13133,2,2,4,4,2,3,1
13134,1,1,3,5,0,1,1
13135,9,1,7,6,2,1,0
13136,2,2,6,1,6,1,1
13137,3,1,2,6,3,3,1
13138,3,2,4,6,2,1,0
13139,4,1,8,6,2,1,0
13140,1,1,6,6,5,3,1
13141,1,1,6,1,1,1,2
13142,7,2,4,6,2,1,0
13143,2,1,5,4,2,3,1
13144,6,2,6,1,1,1,1
13145,1,1,5,1,2,3,1
13146,1,1,5,2,1,1,1
13147,8,1,1,6,4,3,0
13148,1,2,7,4,3,1,1
13149,2,1,6,1,2,3,2
13150,2,1,6,5,1,1,2
13151,1,1,9,2,1,1,2
13152,1,1,3,6,5,3,0
13153,1,1,5,1,2,2,1
13154,1,2,5,1,2,1,1
13155,1,2,5,1,3,3,0
13156,5,2,6,5,5,3,2
13157,2,2,7,6,4,2,0
13158,1,1,3,6,5,1,1
13159,1,2,6,1,9,1,1
13160,2,1,7,6,1,3,1
13161,7,2,7,3,1,1,1
13162,1,1,7,2,1,2,0
13163,1,1,4,5,4,2,1
13164,1,2,5,4,1,3,0
13165,4,2,7,3,3,1,1
13166,5,2,3,6,6,1,0
13167,3,1,4,1,0,1,0
13168,1,1,6,4,2,1,1
13169,1,2,4,2,3,1,1
13170,7,2,8,1,1,1,1
13171,2,2,3,6,4,1,0
13172,3,1,4,6,3,3,1
13173,2,1,3,1,1,2,0
13174,1,1,8,1,1,3,1
13175,1,1,9,1,1,2,1
13176,1,1,9,2,3,3,0
13177,7,1,2,6,6,1,1
13178,1,2,9,1,1,1,2
13179,1,2,5,4,4,3,0
13180,1,2,3,1,1,3,0
13181,1,2,7,3,2,1,1
13182,6,2,7,3,3,1,1
13183,1,2,7,1,3,1,1
13184,1,2,2,4,1,3,1
13185,1,2,8,5,2,2,2
13186,6,1,4,6,2,3,1
13187,1,1,8,5,3,3,1
13188,1,2,6,1,2,1,1
13189,1,1,4,3,2,1,0
13190,8,1,7,1,2,3,1
13191,1,2,6,2,9,2,0
13192,1,2,8,1,4,1,2
13193,6,2,9,1,1,3,0
13194,1,1,7,3,4,2,0
13195,1,1,6,1,1,1,1
13196,1,1,6,1,6,1,2
13197,1,2,5,4,5,3,1
13198,4,1,3,3,3,2,0
13199,2,1,5,1,2,1,1
13200,2,1,5,6,4,1,0
13201,1,1,9,1,0,2,0
13202,1,1,5,1,7,3,1
13203,5,1,7,1,2,1,2
13204,8,2,1,2,1,1,0
13205,1,1,9,6,5,1,0
13206,1,1,6,3,3,1,1
13207,2,1,5,6,2,1,0
13208,1,2,8,1,2,1,2
13209,1,2,7,3,2,1,1
13210,1,1,7,6,3,2,0
13211,1,1,5,2,0,3,2
13212,7,2,5,1,3,3,1
13213,1,1,11,1,1,1,2
13214,1,1,5,1,3,3,1
13215,8,2,3,2,3,1,1
13216,1,1,2,1,3,2,1
13217,1,2,5,4,5,1,1
13218,3,2,1,6,5,3,1
13219,1,1,6,4,2,2,1
13220,8,1,12,1,4,1,2
13221,1,1,4,3,2,2,0
13222,1,2,2,2,1,1,0
13223,1,1,6,1,3,1,1
13224,1,2,6,1,0,3,0
13225,2,1,7,1,1,1,1
13226,1,1,5,1,3,1,1
13227,1,1,2,3,3,2,0
13228,1,1,9,1,4,1,2
13229,8,1,4,6,1,1,0
13230,2,1,8,6,2,1,1
13231,2,1,3,2,2,3,2
13232,1,1,1,2,2,1,1
13233,1,2,7,4,4,1,2
13234,1,1,5,4,0,1,1
13235,1,1,3,2,3,1,0
13236,5,1,6,1,3,3,1
13237,1,2,3,1,1,1,0
13238,1,2,7,5,4,1,1
13239,1,1,5,6,1,1,0
13240,1,2,9,1,4,3,1
13241,1,1,1,5,2,3,1
13242,6,1,2,3,2,2,0
13243,1,1,3,3,3,2,0
13244,6,2,9,4,2,2,0
13245,1,2,6,1,4,2,0
13246,2,2,6,6,3,3,1
13247,1,1,7,6,5,1,1
13248,1,2,7,6,4,1,0
13249,1,1,6,5,3,1,1
13250,4,2,1,4,0,2,1
13251,7,2,6,5,3,1,1
13252,1,1,3,1,2,1,0
13253,1,2,5,1,0,1,1
13254,7,2,2,6,4,1,0
13255,1,2,4,6,4,1,0
13256,6,2,6,5,3,1,1
13257,1,2,8,6,2,1,0
13258,2,2,7,3,1,1,1
13259,2,2,8,5,1,1,2
13260,2,2,3,2,0,2,1
13261,5,2,6,1,1,1,2
13262,1,1,7,1,3,1,1
13263,5,2,1,6,3,3,1
13264,1,1,5,1,1,2,0
13265,2,1,6,1,3,1,1
13266,1,1,6,1,2,1,1
13267,2,1,5,6,9,1,0
13268,1,2,7,4,4,1,2
13269,1,2,3,2,2,2,0
13270,7,1,4,2,5,1,0
13271,2,2,4,1,2,2,0
13272,7,1,10,6,5,1,1
13273,1,2,5,5,3,1,1
13274,1,2,5,1,1,3,0
13275,1,2,7,6,5,1,0
13276,1,2,4,3,3,3,1
13277,1,2,5,1,3,1,1
13278,1,1,3,1,1,3,0
13279,1,1,7,1,4,1,2
13280,2,1,4,4,3,3,2
13281,1,2,11,4,2,1,1
13282,2,2,4,1,3,2,1
13283,1,1,10,1,4,1,2
13284,2,2,9,1,1,2,0
13285,1,2,5,1,1,2,1
13286,1,2,7,3,3,1,1
13287,8,1,6,4,3,3,2
13288,1,2,7,1,2,1,1
13289,1,2,1,1,2,1,0
13290,1,2,5,3,0,1,1
13291,1,2,6,4,2,2,1
13292,1,2,6,1,5,1,1
13293,1,2,7,1,5,1,1
13294,7,1,7,2,4,1,1
13295,7,2,7,2,5,1,1
13296,1,2,8,1,4,3,0
13297,1,2,6,4,3,3,0
13298,1,1,6,4,3,1,1
13299,1,1,6,2,2,2,0
13300,2,2,3,2,1,1,0
13301,1,2,6,1,4,2,1
13302,1,2,1,3,2,2,1
13303,1,1,5,6,5,1,0
13304,2,2,5,3,3,1,1
13305,5,1,4,6,3,3,0
13306,7,2,7,1,2,1,1
13307,2,1,5,4,1,3,2
13308,1,2,4,3,2,3,1
13309,7,1,7,1,4,1,1
13310,1,2,7,1,3,3,0
13311,1,1,7,6,2,1,0
13312,1,1,3,5,3,3,1
13313,1,2,6,4,1,3,1
13314,2,1,9,2,2,2,2
13315,1,1,6,1,4,2,1
13316,2,1,5,6,5,1,0
13317,1,1,6,4,3,1,2
13318,1,1,2,1,3,3,0
13319,1,1,7,3,2,1,1
13320,1,1,4,6,9,1,1
13321,1,2,2,3,2,2,1
13322,3,2,3,6,4,2,0
13323,1,2,6,1,3,1,2
13324,1,1,5,4,1,1,2
13325,2,1,5,1,3,1,1
13326,5,1,6,4,1,1,1
13327,1,2,9,1,1,3,1
13328,1,2,7,6,3,2,0
13329,4,1,1,6,2,3,1
13330,1,1,3,2,1,2,0
13331,4,2,6,2,2,1,1
13332,1,2,4,4,2,3,0
13333,1,1,6,1,1,1,2
13334,1,1,1,3,2,1,0
13335,1,1,5,6,2,1,1
13336,3,2,5,1,1,2,0
13337,8,2,8,1,3,1,2
13338,1,1,8,4,1,1,2
13339,2,1,6,1,5,3,1
13340,2,2,6,6,3,1,1
13341,2,2,7,4,5,1,1
13342,8,2,6,1,6,3,1
13343,3,1,6,6,0,3,1
13344,9,1,6,6,5,1,0
13345,1,1,4,1,1,1,1
13346,3,1,12,6,6,1,1
13347,1,2,5,1,3,3,1
13348,1,1,4,2,3,3,1
13349,3,2,12,6,9,1,0
13350,5,2,8,4,0,3,2
13351,1,2,3,2,1,2,0
13352,1,2,6,1,3,1,1
13353,1,2,3,1,0,3,1
13354,3,1,1,6,2,3,1
13355,1,2,5,3,2,1,1
13356,1,2,7,6,5,3,1
13357,2,1,9,1,5,3,0
13358,4,1,5,1,3,1,1
13359,1,1,6,4,2,2,2
13360,5,2,4,1,2,1,0
13361,7,2,8,6,1,1,1
13362,1,2,4,3,1,1,0
13363,1,2,10,1,0,1,1
13364,1,2,7,4,3,1,1
13365,3,1,5,1,0,2,0
13366,5,2,6,1,2,1,2
13367,1,2,5,4,1,2,1
13368,2,1,5,6,5,1,1
13369,1,2,8,1,2,1,1
13370,1,1,6,1,3,1,2
13371,2,2,7,6,3,1,0
13372,3,1,4,6,3,1,0
13373,1,2,6,2,3,1,1
13374,1,1,2,3,0,2,0
13375,1,2,1,2,0,2,1
13376,1,1,8,1,1,3,1
13377,1,1,8,6,0,1,0
13378,1,1,3,4,2,2,0
13379,2,1,7,1,0,1,2
13380,7,1,2,2,1,1,1
13381,1,1,6,1,0,1,2
13382,1,1,7,6,6,1,1
13383,1,2,6,1,0,1,1
13384,2,1,8,6,9,3,1
13385,8,2,4,4,0,3,0
13386,8,1,4,3,2,3,1
13387,2,2,6,6,8,3,1
13388,2,2,8,5,3,1,1
13389,1,2,7,5,4,1,1
13390,1,2,2,2,2,3,2
13391,1,2,4,1,3,2,0
13392,5,2,6,1,5,1,1
13393,1,1,11,1,9,1,1
13394,1,2,3,1,2,3,1
13395,1,1,12,1,2,1,2
13396,1,2,7,4,1,2,1
13397,1,2,6,3,2,1,1
13398,1,2,3,2,1,1,0
13399,2,1,5,6,3,1,0
13400,1,1,9,4,3,1,1
13401,1,1,11,1,2,1,1
13402,1,1,4,1,0,1,1
13403,2,1,6,1,3,1,2
13404,8,2,9,4,0,1,1
13405,1,2,2,2,1,1,1
13406,2,1,3,2,0,2,2
13407,2,2,8,6,7,1,1
13408,2,2,4,6,2,2,0
13409,1,1,5,6,3,1,0
13410,7,1,2,4,0,1,0
13411,2,2,6,5,2,1,1
13412,8,2,6,5,2,2,2
13413,1,2,6,4,2,1,1
13414,1,1,3,5,1,1,0
13415,8,1,6,1,3,1,1
13416,7,1,4,6,1,1,0
13417,1,2,11,4,2,2,2
13418,1,2,8,1,1,1,1
13419,1,1,7,1,3,1,1
13420,1,1,7,3,6,1,1
13421,2,1,2,5,2,1,1
13422,1,2,7,4,2,2,0
13423,2,2,7,6,7,1,1
13424,1,2,3,1,2,1,1
13425,5,2,4,4,3,1,1
13426,1,2,7,2,1,2,0
13427,1,1,6,5,7,3,1
13428,1,2,7,1,2,1,1
13429,2,2,2,6,7,1,0
13430,1,1,3,6,4,1,0
13431,1,2,6,4,2,2,1
13432,1,1,5,3,1,3,0
13433,7,2,9,1,1,1,2
13434,2,1,6,5,3,1,2
13435,7,1,2,6,2,1,1
13436,1,1,8,1,2,1,1
13437,1,2,4,4,0,1,1
13438,1,1,4,6,2,3,1
13439,1,2,4,5,3,1,1
13440,7,2,11,6,5,1,0
13441,1,2,6,6,5,1,1
13442,1,1,3,2,6,3,2
13443,1,1,1,4,4,1,1
13444,1,2,7,1,1,1,1
13445,1,1,10,1,2,1,1
13446,7,1,6,5,4,1,2
13447,1,1,4,5,1,3,1
13448,1,1,9,1,1,2,0
13449,1,2,7,3,1,2,1
13450,1,2,6,4,2,2,1
13451,1,1,5,1,4,1,1
13452,1,2,8,5,3,1,1
13453,1,2,5,4,2,1,1
13454,6,2,1,5,0,1,0
13455,1,2,6,6,4,3,0
13456,4,2,9,6,6,1,0
13457,1,2,7,4,3,1,1
13458,1,2,5,2,3,1,1
13459,1,1,9,2,1,3,2
13460,1,2,7,6,4,1,1
13461,1,2,5,4,1,1,1
13462,2,1,4,6,4,1,1
13463,1,1,5,2,0,3,0
13464,1,1,7,1,0,1,1
13465,1,2,7,3,2,1,1
13466,2,1,1,6,2,1,0
13467,1,2,5,4,2,1,1
13468,2,1,3,6,6,1,0
13469,1,2,3,4,0,2,1
13470,7,2,9,1,6,1,1
13471,1,2,5,3,5,3,1
13472,1,1,7,4,5,2,0
13473,8,2,2,3,2,1,1
13474,1,1,3,4,7,3,0
13475,2,2,6,6,8,3,1
13476,5,1,5,6,6,3,1
13477,1,1,4,1,3,1,0
13478,1,1,7,1,5,2,0
13479,2,1,6,1,2,1,2
13480,1,1,5,1,2,1,1
13481,1,2,3,3,2,3,1
13482,1,2,6,4,2,3,1
13483,1,2,7,3,3,1,1
13484,1,1,6,3,1,3,2
13485,1,1,7,1,1,1,1
13486,1,1,6,1,0,1,2
13487,3,2,1,6,0,1,1
13488,1,2,6,2,1,3,0
13489,1,2,9,1,0,1,1
13490,1,1,4,2,3,1,1
13491,5,1,3,6,5,1,0
13492,1,2,6,1,0,3,0
13493,7,1,4,5,1,3,0
13494,2,2,8,5,3,3,1
13495,6,1,1,3,1,2,0
13496,1,1,3,3,1,3,0
13497,1,2,4,1,3,2,1
13498,5,1,11,6,5,1,0
13499,1,2,7,6,4,1,0
13500,1,1,5,5,1,1,2
13501,1,1,4,6,8,3,1
13502,7,2,2,1,1,1,0
13503,2,1,4,1,2,2,1
13504,1,2,7,3,2,1,1
13505,1,2,1,6,7,2,0
13506,1,2,6,2,1,1,1
13507,1,1,7,2,2,1,1
13508,6,2,6,4,2,1,1
13509,2,1,7,1,5,3,1
13510,9,2,5,6,4,2,0
13511,1,1,6,6,4,3,1
13512,1,1,6,1,2,1,2
13513,2,2,4,2,1,3,1
13514,1,2,4,2,2,2,1
13515,8,2,7,1,2,2,1
13516,1,2,8,6,1,1,0
13517,1,2,7,2,5,1,1
13518,1,2,2,4,2,2,0
13519,2,1,6,4,1,2,1
13520,1,1,6,1,2,2,0
13521,1,2,8,6,5,1,1
13522,9,2,11,6,5,1,1
13523,4,1,7,5,3,1,1
13524,1,2,8,6,4,1,0
13525,1,2,8,1,0,1,2
13526,2,1,8,6,5,1,0
13527,1,1,9,1,0,1,1
13528,1,1,6,1,1,1,2
13529,2,2,5,6,2,1,0
13530,3,2,8,6,4,3,1
13531,1,1,5,1,3,2,0
13532,2,2,7,6,4,1,1
13533,1,1,7,5,2,1,1
13534,1,1,3,1,4,3,1
13535,2,2,5,6,0,1,1
13536,1,2,6,3,3,2,1
13537,3,1,4,6,8,1,0
13538,1,1,5,4,3,1,1
13539,4,1,2,6,2,1,0
13540,1,1,12,1,2,1,2
13541,7,2,8,6,3,1,0
13542,7,1,1,4,0,3,1
13543,7,1,2,3,0,2,0
13544,1,1,4,4,1,1,0
13545,1,1,4,1,5,1,0
13546,1,1,4,1,4,2,0
13547,2,1,7,6,0,1,0
13548,2,1,7,6,3,3,1
13549,1,2,6,4,2,2,0
13550,2,1,4,4,2,2,1
13551,9,1,8,6,4,1,0
13552,1,2,4,2,1,2,1
13553,1,2,8,1,1,3,1
13554,6,1,10,6,8,1,0
13555,1,2,6,1,4,1,1
13556,2,2,2,3,3,2,0
13557,1,1,8,1,1,1,1
13558,5,2,4,1,1,1,0
13559,7,2,7,6,9,1,0
13560,1,2,8,1,2,2,2
13561,8,1,3,5,0,3,1
13562,1,2,9,1,2,3,1
13563,1,1,7,3,3,2,1
13564,4,1,7,4,3,1,1
13565,2,1,7,6,3,1,0
13566,1,2,9,4,2,1,2
13567,1,2,6,3,3,2,1
13568,1,2,8,1,2,2,2
13569,5,2,4,6,6,1,0
13570,1,1,7,1,1,1,1
13571,1,2,7,1,1,1,1
13572,1,2,6,3,3,1,1
13573,2,2,6,1,3,1,1
13574,1,1,3,4,1,1,0
13575,4,2,7,2,2,1,1
13576,4,1,6,5,1,2,0
13577,2,2,7,1,4,1,1
13578,1,1,2,3,1,2,0
13579,1,2,4,5,1,1,1
13580,3,2,4,6,3,3,1
13581,2,2,7,3,4,1,1
13582,1,1,3,3,3,1,1
13583,9,1,8,6,3,1,1
13584,1,2,4,1,1,2,1
13585,4,1,7,6,2,1,0
13586,1,2,7,6,4,3,1
13587,7,2,6,5,0,2,1
13588,1,1,3,3,2,2,1
13589,7,2,7,3,2,1,1
13590,1,1,3,2,7,2,2
13591,2,2,8,6,4,1,1
13592,5,1,6,6,2,1,0
13593,1,2,3,6,7,3,1
13594,1,2,6,4,2,1,1
13595,7,2,6,1,1,1,1
13596,1,1,8,1,1,1,2
13597,1,2,3,3,1,1,0
13598,1,2,4,5,0,2,1
13599,1,2,9,1,0,2,0
13600,2,2,7,1,4,1,1
13601,2,1,6,1,2,1,2
13602,2,1,4,1,2,1,0
13603,1,1,7,1,1,1,1
13604,1,2,6,1,2,1,1
13605,1,2,7,6,3,3,1
13606,1,2,5,6,2,3,1
13607,2,2,7,6,4,3,1
13608,2,2,3,6,4,3,1
13609,7,2,7,1,1,1,2
13610,8,1,2,3,1,1,1
13611,1,2,3,1,4,2,0
13612,1,2,12,4,2,1,2
13613,1,2,6,1,0,1,2
13614,2,2,6,1,0,1,1
13615,1,2,3,1,0,2,1
13616,9,2,5,6,2,1,1
13617,1,1,7,6,0,3,0
13618,1,2,6,1,2,2,1
13619,2,2,5,4,2,1,1
13620,5,2,6,1,1,1,1
13621,8,2,5,1,2,2,0
13622,1,2,4,2,3,3,1
13623,4,1,3,3,2,2,0
13624,1,2,5,6,1,1,0
13625,1,1,5,4,3,3,1
13626,1,1,1,6,5,1,0
13627,5,2,3,3,2,2,1
13628,1,2,5,6,5,1,0
13629,2,1,3,2,0,1,0
13630,2,2,8,6,3,1,1
13631,2,1,5,5,0,1,1
13632,2,1,2,3,3,2,0
13633,7,1,6,1,1,1,1
13634,6,1,3,5,1,2,1
13635,1,1,4,6,1,2,1
13636,1,2,6,1,3,1,1
13637,4,2,6,3,3,1,1
13638,5,1,4,4,1,2,1
13639,1,2,7,1,5,1,1
13640,1,2,4,2,3,1,0
13641,7,2,10,1,2,3,1
13642,2,1,1,6,3,1,0
13643,1,2,4,4,1,3,2
13644,5,1,1,6,8,1,0
13645,4,1,5,3,2,2,0
13646,1,2,6,5,4,2,1
13647,1,2,7,4,0,3,0
13648,7,2,4,4,0,3,1
13649,8,2,3,1,4,2,1
13650,7,1,5,6,3,3,1
13651,1,1,6,1,1,1,2
13652,2,1,7,2,2,2,0
13653,8,1,11,1,3,1,1
13654,8,2,7,5,2,1,1
13655,1,2,8,6,9,1,0
13656,1,1,9,2,0,2,0
13657,1,1,7,3,2,3,0
13658,1,1,9,1,0,2,0
13659,1,1,9,1,3,1,1
13660,2,2,7,3,2,3,0
13661,1,2,7,3,4,1,1
13662,1,2,6,3,3,1,1
13663,2,2,3,3,0,2,0
13664,9,1,12,6,7,1,0
13665,1,2,9,4,2,3,1
13666,2,2,5,6,1,3,1
13667,1,2,5,4,3,1,1
13668,2,2,9,1,0,1,1
13669,1,2,9,2,1,1,2
13670,2,1,3,5,2,3,1
13671,2,2,7,6,2,3,1
13672,1,2,11,1,2,3,1
13673,1,1,3,6,5,1,0
13674,6,1,6,1,0,1,1
13675,1,1,5,4,1,1,1
13676,1,1,6,1,3,1,2
13677,1,2,6,1,1,1,2
13678,6,2,6,1,8,1,1
13679,1,2,5,4,3,3,1
13680,1,2,4,1,1,3,0
13681,1,1,5,3,4,1,1
13682,1,1,5,1,3,1,1
13683,1,1,4,1,2,1,0
13684,1,2,1,1,3,1,0
13685,9,2,7,6,4,3,0
13686,1,1,4,2,1,1,1
13687,1,1,8,1,4,2,1
13688,2,2,4,6,1,1,0
13689,1,2,3,1,3,2,0
13690,1,2,1,6,2,2,0
13691,1,2,4,3,0,3,1
13692,1,2,8,4,0,2,0
13693,1,2,3,5,2,1,1
13694,1,1,7,3,3,2,1
13695,1,2,3,2,2,2,1
13696,1,1,1,1,2,1,0
13697,4,1,2,3,3,3,0
13698,1,1,6,1,1,1,1
13699,1,2,3,2,0,1,2
13700,7,2,6,4,0,3,2
13701,1,1,5,1,3,3,1
13702,1,1,3,2,2,1,0
13703,2,1,6,1,9,2,1
13704,1,1,8,6,4,1,0
13705,2,2,3,5,2,3,1
13706,6,1,3,6,1,3,1
13707,1,2,6,3,1,1,1
13708,1,2,9,1,0,3,0
13709,2,2,6,1,2,3,1
13710,1,2,6,1,3,3,1
13711,1,1,5,3,0,1,1
13712,1,2,2,4,1,2,0
13713,2,2,6,6,3,3,1
13714,6,1,6,4,2,3,0
13715,2,2,5,6,1,1,0
13716,4,2,5,2,0,1,2
13717,8,1,4,1,0,2,0
13718,1,1,7,1,2,3,1
13719,1,2,2,4,1,2,0
13720,5,1,6,5,2,1,1
13721,2,2,4,6,3,3,1
13722,1,2,12,1,3,1,1
13723,2,1,7,5,1,3,0
13724,1,2,10,2,9,1,2
13725,1,1,9,1,5,1,1
13726,7,2,4,1,0,2,1
13727,1,2,6,1,4,1,1
13728,1,2,7,4,0,2,2
13729,1,2,5,2,1,1,1
13730,2,1,4,3,5,1,1
13731,4,2,7,4,1,2,1
13732,6,2,7,1,2,1,1
13733,1,2,6,6,4,1,0
13734,2,2,1,6,6,1,1
13735,1,2,4,1,3,1,1
13736,1,2,6,1,4,1,1
13737,1,2,6,5,3,2,1
13738,1,2,8,1,2,3,2
13739,8,2,6,4,3,3,1
13740,7,1,6,1,3,1,2
13741,1,2,5,6,6,1,0
13742,5,1,6,3,3,1,1
13743,7,2,5,6,6,1,0
13744,1,1,5,6,3,1,0
13745,1,2,7,3,6,2,0
13746,1,2,8,4,4,3,1
13747,1,2,8,1,0,1,1
13748,2,1,7,6,5,1,1
13749,8,1,6,4,2,3,2
13750,1,2,6,4,3,1,1
13751,7,1,1,6,4,1,0
13752,2,2,7,6,2,1,1
13753,1,2,5,3,3,1,1
13754,1,1,3,1,4,3,1
13755,1,1,7,5,1,1,1
13756,7,1,6,5,2,3,1
13757,8,1,2,4,0,1,1
13758,1,1,6,1,3,1,1
13759,2,1,7,6,2,1,0
13760,1,1,3,2,0,2,2
13761,1,2,3,2,1,1,1
13762,1,1,4,2,0,1,0
13763,8,1,4,1,3,2,1
13764,1,2,7,1,0,1,1
13765,1,2,6,1,3,1,1
13766,1,1,2,4,1,1,0
13767,1,1,8,4,4,1,2
13768,1,2,4,3,3,1,0
13769,5,2,4,6,8,1,1
13770,1,1,3,6,2,2,1
13771,1,2,7,5,1,1,1
13772,1,2,3,2,2,3,1
13773,1,1,5,2,1,2,1
13774,3,2,2,6,5,1,0
13775,1,1,2,1,0,2,1
13776,1,2,3,3,2,3,0
13777,2,2,7,4,2,2,1
13778,1,1,6,1,2,1,2
13779,1,1,8,1,3,1,2
13780,1,1,3,1,1,2,0
13781,1,2,6,5,2,1,2
13782,1,2,7,3,2,1,1
13783,1,2,4,1,2,1,0
13784,1,2,5,4,3,1,1
13785,2,1,5,1,2,3,1
13786,1,2,4,1,0,2,0
13787,2,1,7,3,4,2,0
13788,1,2,6,1,1,3,0
13789,2,1,6,3,1,2,1
13790,2,1,1,6,2,3,1
13791,3,2,8,6,3,1,1
13792,1,1,3,3,1,3,1
13793,2,1,4,3,0,2,1
13794,3,1,1,6,4,3,1
13795,1,2,7,2,2,1,1
13796,7,2,4,2,0,2,2
13797,1,1,4,2,1,3,2
13798,1,1,7,1,4,1,2
13799,1,2,9,4,3,1,1
13800,1,2,5,1,3,1,1
13801,1,1,12,1,2,1,1
13802,2,2,5,6,4,3,1
13803,7,1,4,2,3,3,1
13804,8,1,7,1,9,2,1
13805,1,1,6,1,1,1,2
13806,1,2,6,2,1,1,2
13807,4,1,7,1,3,3,1
13808,6,2,4,1,2,3,0
13809,2,1,7,6,5,3,1
13810,3,1,6,6,7,3,1
13811,1,2,7,6,0,1,1
13812,1,1,3,4,9,1,1
13813,8,1,8,4,2,2,2
13814,1,1,3,1,1,3,1
13815,1,2,3,1,0,3,1
13816,6,1,3,1,5,1,1
13817,1,2,9,4,1,3,0
13818,1,2,5,6,6,3,1
13819,1,1,4,6,0,1,0
13820,1,1,5,1,2,1,1
13821,1,2,6,1,4,1,2
13822,5,2,5,1,1,2,0
13823,1,2,6,5,2,2,1
13824,2,1,7,5,2,1,1
13825,1,2,9,1,2,3,1
13826,4,1,9,4,2,2,2
13827,2,1,7,6,2,1,0
13828,6,1,6,1,3,1,2
13829,1,2,2,3,3,3,0
